"Smarter Balanced Assessments, 2024-25"
"All Districts, ELA and Math, All Grades, All Students"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","Grade","Subject","Total Number of Students","Total Number Tested","Smarter Balanced Participation Rate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","Average VSS"
"Hartland School District","=""0650011""","03","ELA",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
,,"04","ELA",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
,,"05","ELA",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
,,"06","ELA",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
,,"07","ELA",21,21,100.0,21,"*","*","*","*",12,57.1,"*","*","*","*",2579
,,,"Math",21,21,100.0,21,"*","*","*","*",6,28.6,8,38.1,14,66.7,2584
,,"08","ELA",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","03","ELA",97,96,99.0,96,15,15.6,19,19.8,22,22.9,40,41.7,62,64.6,2459
,,,"Math",97,96,99.0,96,20,20.8,15,15.6,29,30.2,32,33.3,61,63.5,2456
,,"04","ELA",93,93,100.0,93,15,16.1,8,8.6,29,31.2,41,44.1,70,75.3,2515
,,,"Math",93,93,100.0,93,8,8.6,19,20.4,31,33.3,35,37.6,66,71.0,2523
,,"05","ELA",89,89,100.0,89,14,15.7,13,14.6,30,33.7,32,36.0,62,69.7,2542
,,,"Math",89,89,100.0,89,11,12.4,24,27.0,23,25.8,31,34.8,54,60.7,2544
,,"06","ELA",83,83,100.0,83,12,14.5,17,20.5,29,34.9,25,30.1,54,65.1,2566
,,,"Math",83,83,100.0,83,7,8.4,26,31.3,16,19.3,34,41.0,50,60.2,2581
"Highville Charter School District","=""2860013""","03","ELA",53,53,100.0,53,33,62.3,14,26.4,"*","*","*","*",6,11.3,2347
,,,"Math",53,53,100.0,53,27,50.9,18,34.0,"*","*","*","*",8,15.1,2374
,,"04","ELA",41,41,100.0,41,16,39.0,"*","*",14,34.1,"*","*","*","*",2426
,,,"Math",41,41,100.0,41,"*","*",17,41.5,14,34.1,"*","*","*","*",2455
,,"05","ELA",37,36,97.3,36,17,47.2,13,36.1,"*","*","*","*",6,16.7,2430
,,,"Math",37,36,97.3,36,28,77.8,8,22.2,0,0.0,0,0.0,0,0.0,2415
,,"06","ELA",29,29,100.0,29,15,51.7,"*","*",7,24.1,"*","*","*","*",2466
,,,"Math",29,29,100.0,29,15,51.7,11,37.9,"*","*","*","*","*","*",2449
,,"07","ELA",36,36,100.0,36,"*","*",14,38.9,10,27.8,"*","*","*","*",2531
,,,"Math",36,36,100.0,36,16,44.4,15,41.7,"*","*","*","*","*","*",2495
,,"08","ELA",39,39,100.0,39,10,25.6,13,33.3,9,23.1,7,17.9,16,41.0,2550
,,,"Math",39,39,100.0,39,19,48.7,14,35.9,"*","*","*","*",6,15.4,2505
"Integrated Day Charter School District","=""2640013""","03","ELA",34,34,100.0,34,12,35.3,12,35.3,"*","*","*","*",10,29.4,2394
,,,"Math",34,34,100.0,34,12,35.3,13,38.2,"*","*","*","*",9,26.5,2406
,,"04","ELA",31,31,100.0,31,12,38.7,"*","*","*","*",9,29.0,"*","*",2451
,,,"Math",31,31,100.0,31,11,35.5,8,25.8,"*","*","*","*",12,38.7,2459
,,"05","ELA",37,37,100.0,37,"*","*",15,40.5,10,27.0,"*","*","*","*",2499
,,,"Math",37,37,100.0,37,9,24.3,16,43.2,"*","*","*","*",12,32.4,2504
,,"06","ELA",43,43,100.0,43,10,23.3,10,23.3,16,37.2,7,16.3,23,53.5,2533
,,,"Math",43,43,100.0,43,14,32.6,11,25.6,12,27.9,6,14.0,18,41.9,2511
,,"07","ELA",43,43,100.0,43,9,20.9,9,20.9,18,41.9,7,16.3,25,58.1,2558
,,,"Math",43,43,100.0,43,17,39.5,11,25.6,6,14.0,9,20.9,15,34.9,2539
,,"08","ELA",42,42,100.0,42,"*","*","*","*",17,40.5,12,28.6,29,69.0,2598
,,,"Math",42,42,100.0,42,13,31.0,14,33.3,6,14.3,9,21.4,15,35.7,2546
"Interdistrict School for Arts and Comm District","=""2650013""","04","ELA",27,27,100.0,27,8,29.6,"*","*",8,29.6,"*","*","*","*",2454
,,,"Math",27,27,100.0,27,"*","*",7,25.9,8,29.6,"*","*","*","*",2476
,,"06","ELA",96,96,100.0,96,24,25.0,25,26.0,30,31.3,17,17.7,47,49.0,2518
,,,"Math",96,96,100.0,96,34,35.4,29,30.2,16,16.7,17,17.7,33,34.4,2513
,,"07","ELA",98,95,96.9,95,22,23.2,23,24.2,41,43.2,9,9.5,50,52.6,2550
,,,"Math",98,95,96.9,95,36,37.9,29,30.5,"*","*","*","*",30,31.6,2514
,,"08","ELA",93,92,98.9,92,"*","*",32,34.8,31,33.7,"*","*","*","*",2543
,,,"Math",93,92,98.9,92,19,20.7,48,52.2,14,15.2,11,12.0,25,27.2,2549
"Jumoke Academy District","=""2610013""","03","ELA",49,49,100.0,49,28,57.1,14,28.6,"*","*","*","*","*","*",2352
,,,"Math",49,49,100.0,49,31,63.3,10,20.4,"*","*","*","*",8,16.3,2363
,,"04","ELA",64,64,100.0,64,29,45.3,17,26.6,10,15.6,8,12.5,18,28.1,2422
,,,"Math",64,63,98.4,63,26,41.3,"*","*",17,27.0,"*","*","*","*",2429
,,"05","ELA",63,63,100.0,63,36,57.1,"*","*",15,23.8,"*","*","*","*",2432
,,,"Math",63,63,100.0,63,41,65.1,10,15.9,"*","*","*","*",12,19.0,2431
,,"06","ELA",57,57,100.0,57,37,64.9,11,19.3,"*","*","*","*",9,15.8,2431
,,,"Math",57,56,98.2,56,44,78.6,"*","*","*","*","*","*","*","*",2408
,,"07","ELA",45,45,100.0,45,19,42.2,17,37.8,"*","*","*","*",9,20.0,2487
,,,"Math",45,45,100.0,45,30,66.7,10,22.2,"*","*","*","*","*","*",2445
,,"08","ELA",44,44,100.0,44,27,61.4,"*","*","*","*",0,0.0,"*","*",2466
,,,"Math",44,44,100.0,44,38,86.4,"*","*","*","*",0,0.0,"*","*",2418
"Kent School District","=""0680011""","03","ELA",24,22,91.7,22,"*","*",6,27.3,7,31.8,"*","*","*","*",2438
,,,"Math",24,22,91.7,22,"*","*","*","*",8,36.4,6,27.3,14,63.6,2441
,,"04","ELA",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
,,"05","ELA",28,22,78.6,22,"*","*","*","*",10,45.5,7,31.8,17,77.3,2548
,,,"Math",28,22,78.6,22,"*","*","*","*","*","*",9,40.9,"*","*",2548
,,"06","ELA",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
,,"07","ELA",22,22,100.0,22,"*","*","*","*",7,31.8,11,50.0,18,81.8,2625
,,,"Math",22,22,100.0,22,"*","*","*","*",7,31.8,10,45.5,17,77.3,2619
,,"08","ELA",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
,,,"Math",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","03","ELA",143,143,100.0,143,52,36.4,43,30.1,29,20.3,19,13.3,48,33.6,2403
,,,"Math",141,141,100.0,141,30,21.3,41,29.1,41,29.1,29,20.6,70,49.6,2439
,,"04","ELA",170,169,99.4,169,53,31.4,38,22.5,34,20.1,44,26.0,78,46.2,2463
,,,"Math",170,169,99.4,169,33,19.5,50,29.6,52,30.8,34,20.1,86,50.9,2480
,,"05","ELA",159,158,99.4,158,47,29.7,43,27.2,32,20.3,36,22.8,68,43.0,2494
,,,"Math",159,157,98.7,157,75,47.8,49,31.2,22,14.0,11,7.0,33,21.0,2457
,,"06","ELA",183,179,97.8,179,54,30.2,54,30.2,49,27.4,22,12.3,71,39.7,2504
,,,"Math",183,177,96.7,177,100,56.5,51,28.8,18,10.2,8,4.5,26,14.7,2458
,,"07","ELA",185,180,97.3,180,33,18.3,52,28.9,68,37.8,27,15.0,95,52.8,2554
,,,"Math",185,180,97.3,180,59,32.8,62,34.4,33,18.3,26,14.4,59,32.8,2530
,,"08","ELA",173,168,97.1,168,42,25.0,54,32.1,62,36.9,10,6.0,72,42.9,2543
,,,"Math",173,167,96.5,167,98,58.7,46,27.5,14,8.4,9,5.4,23,13.8,2489
"Learn","=""2450014""","03","ELA",76,74,97.4,74,34,45.9,17,23.0,15,20.3,8,10.8,23,31.1,2381
,,,"Math",76,73,96.1,73,34,46.6,22,30.1,11,15.1,6,8.2,17,23.3,2388
,,"04","ELA",66,66,100.0,66,29,43.9,14,21.2,16,24.2,7,10.6,23,34.8,2433
,,,"Math",66,66,100.0,66,28,42.4,21,31.8,9,13.6,8,12.1,17,25.8,2433
,,"05","ELA",76,76,100.0,76,26,34.2,11,14.5,20,26.3,19,25.0,39,51.3,2496
,,,"Math",76,76,100.0,76,37,48.7,18,23.7,"*","*","*","*",21,27.6,2475
,,"06","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"07","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"08","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","03","ELA",60,59,98.3,59,8,13.6,10,16.9,16,27.1,25,42.4,41,69.5,2459
,,,"Math",60,58,96.7,58,"*","*","*","*",20,34.5,22,37.9,42,72.4,2469
,,"04","ELA",49,48,98.0,48,12,25.0,13,27.1,14,29.2,9,18.8,23,47.9,2477
,,,"Math",49,48,98.0,48,9,18.8,14,29.2,18,37.5,7,14.6,25,52.1,2480
,,"05","ELA",72,69,95.8,69,14,20.3,10,14.5,17,24.6,28,40.6,45,65.2,2532
,,,"Math",72,68,94.4,68,12,17.6,20,29.4,18,26.5,18,26.5,36,52.9,2523
,,"06","ELA",61,61,100.0,61,7,11.5,11,18.0,20,32.8,23,37.7,43,70.5,2582
,,,"Math",61,61,100.0,61,8,13.1,12,19.7,15,24.6,26,42.6,41,67.2,2587
,,"07","ELA",57,57,100.0,57,7,12.3,10,17.5,21,36.8,19,33.3,40,70.2,2593
,,,"Math",57,57,100.0,57,"*","*",19,33.3,"*","*",25,43.9,"*","*",2608
,,"08","ELA",70,69,98.6,69,6,8.7,16,23.2,32,46.4,15,21.7,47,68.1,2604
,,,"Math",70,69,98.6,69,15,21.7,15,21.7,15,21.7,24,34.8,39,56.5,2598
"Ledyard School District","=""0720011""","03","ELA",183,182,99.5,182,53,29.1,45,24.7,32,17.6,52,28.6,84,46.2,2428
,,,"Math",183,182,99.5,182,53,29.1,34,18.7,52,28.6,43,23.6,95,52.2,2433
,,"04","ELA",161,160,99.4,160,31,19.4,29,18.1,44,27.5,56,35.0,100,62.5,2495
,,,"Math",161,160,99.4,160,25,15.6,33,20.6,55,34.4,47,29.4,102,63.8,2501
,,"05","ELA",184,182,98.9,182,43,23.6,39,21.4,48,26.4,52,28.6,100,54.9,2515
,,,"Math",184,182,98.9,182,40,22.0,51,28.0,46,25.3,45,24.7,91,50.0,2518
,,"06","ELA",169,169,100.0,169,54,32.0,47,27.8,50,29.6,18,10.7,68,40.2,2503
,,,"Math",169,168,99.4,168,49,29.2,67,39.9,33,19.6,19,11.3,52,31.0,2504
,,"07","ELA",196,196,100.0,196,57,29.1,43,21.9,64,32.7,32,16.3,96,49.0,2544
,,,"Math",196,196,100.0,196,50,25.5,53,27.0,59,30.1,34,17.3,93,47.4,2543
,,"08","ELA",168,163,97.0,163,49,30.1,39,23.9,48,29.4,27,16.6,75,46.0,2550
,,,"Math",168,164,97.6,164,70,42.7,45,27.4,26,15.9,23,14.0,49,29.9,2533
"Lisbon School District","=""0730011""","03","ELA",30,30,100.0,30,"*","*",11,36.7,8,26.7,"*","*","*","*",2431
,,,"Math",30,30,100.0,30,"*","*",6,20.0,12,40.0,"*","*","*","*",2442
,,"04","ELA",41,41,100.0,41,12,29.3,11,26.8,7,17.1,11,26.8,18,43.9,2464
,,,"Math",41,41,100.0,41,10,24.4,17,41.5,"*","*","*","*",14,34.1,2461
,,"05","ELA",52,51,98.1,51,14,27.5,18,35.3,13,25.5,6,11.8,19,37.3,2487
,,,"Math",52,51,98.1,51,17,33.3,23,45.1,"*","*","*","*",11,21.6,2489
,,"06","ELA",38,38,100.0,38,11,28.9,"*","*",12,31.6,"*","*","*","*",2525
,,,"Math",38,38,100.0,38,10,26.3,8,21.1,12,31.6,8,21.1,20,52.6,2551
,,"07","ELA",44,44,100.0,44,"*","*",16,36.4,15,34.1,"*","*","*","*",2545
,,,"Math",43,43,100.0,43,7,16.3,16,37.2,12,27.9,8,18.6,20,46.5,2556
,,"08","ELA",50,50,100.0,50,"*","*",12,24.0,23,46.0,"*","*","*","*",2601
,,,"Math",51,51,100.0,51,15,29.4,6,11.8,15,29.4,15,29.4,30,58.8,2586
"Madison School District","=""0760011""","03","ELA",189,186,98.4,186,19,10.2,33,17.7,59,31.7,75,40.3,134,72.0,2469
,,,"Math",189,186,98.4,186,19,10.2,24,12.9,56,30.1,87,46.8,143,76.9,2487
,,"04","ELA",177,177,100.0,177,9,5.1,18,10.2,42,23.7,108,61.0,150,84.7,2545
,,,"Math",177,177,100.0,177,7,4.0,29,16.4,58,32.8,83,46.9,141,79.7,2539
,,"05","ELA",185,183,98.9,183,15,8.2,22,12.0,59,32.2,87,47.5,146,79.8,2568
,,,"Math",185,182,98.4,182,14,7.7,35,19.2,53,29.1,80,44.0,133,73.1,2565
,,"06","ELA",182,181,99.5,181,7,3.9,20,11.0,68,37.6,86,47.5,154,85.1,2606
,,,"Math",182,181,99.5,181,7,3.9,17,9.4,47,26.0,110,60.8,157,86.7,2624
,,"07","ELA",181,181,100.0,181,6,3.3,24,13.3,80,44.2,71,39.2,151,83.4,2623
,,,"Math",181,180,99.4,180,7,3.9,24,13.3,47,26.1,102,56.7,149,82.8,2644
,,"08","ELA",176,174,98.9,174,10,5.7,18,10.3,75,43.1,71,40.8,146,83.9,2646
,,,"Math",176,174,98.9,174,13,7.5,16,9.2,32,18.4,113,64.9,145,83.3,2675
"Manchester School District","=""0770011""","03","ELA",485,482,99.4,482,165,34.2,102,21.2,114,23.7,101,21.0,215,44.6,2409
,,,"Math",486,482,99.2,482,177,36.7,109,22.6,118,24.5,78,16.2,196,40.7,2413
,,"04","ELA",449,447,99.6,447,209,46.8,68,15.2,73,16.3,97,21.7,170,38.0,2435
,,,"Math",449,447,99.6,447,186,41.6,122,27.3,85,19.0,54,12.1,139,31.1,2439
,,"05","ELA",465,463,99.6,462,208,45.0,86,18.6,90,19.5,78,16.9,168,36.4,2460
,,,"Math",464,459,98.9,459,208,45.3,127,27.7,62,13.5,62,13.5,124,27.0,2469
,,"06","ELA",420,416,99.0,416,179,43.0,90,21.6,98,23.6,49,11.8,147,35.3,2484
,,,"Math",422,415,98.3,414,168,40.6,104,25.1,72,17.4,70,16.9,142,34.3,2496
,,"07","ELA",397,391,98.5,391,170,43.5,94,24.0,94,24.0,33,8.4,127,32.5,2497
,,,"Math",397,377,95.0,377,200,53.1,98,26.0,41,10.9,38,10.1,79,21.0,2476
,,"08","ELA",401,395,98.5,395,195,49.4,93,23.5,82,20.8,25,6.3,107,27.1,2502
,,,"Math",401,388,96.8,387,242,62.5,75,19.4,35,9.0,35,9.0,70,18.1,2477
"Mansfield School District","=""0780011""","03","ELA",113,113,100.0,113,15,13.3,25,22.1,24,21.2,49,43.4,73,64.6,2467
,,,"Math",113,113,100.0,113,12,10.6,22,19.5,32,28.3,47,41.6,79,69.9,2481
,,"04","ELA",108,108,100.0,108,21,19.4,16,14.8,21,19.4,50,46.3,71,65.7,2506
,,,"Math",108,107,99.1,107,11,10.3,20,18.7,35,32.7,41,38.3,76,71.0,2521
,,"05","ELA",96,96,100.0,96,18,18.8,14,14.6,24,25.0,40,41.7,64,66.7,2542
,,,"Math",96,96,100.0,96,19,19.8,21,21.9,17,17.7,39,40.6,56,58.3,2543
,,"06","ELA",94,92,97.9,92,15,16.3,17,18.5,26,28.3,34,37.0,60,65.2,2568
,,,"Math",94,92,97.9,92,16,17.4,20,21.7,21,22.8,35,38.0,56,60.9,2561
,,"07","ELA",100,99,99.0,99,18,18.2,12,12.1,38,38.4,31,31.3,69,69.7,2594
,,,"Math",100,99,99.0,99,21,21.2,20,20.2,24,24.2,34,34.3,58,58.6,2580
,,"08","ELA",121,117,96.7,117,13,11.1,23,19.7,43,36.8,38,32.5,81,69.2,2611
,,,"Math",121,116,95.9,116,20,17.2,23,19.8,22,19.0,51,44.0,73,62.9,2618
"Marlborough School District","=""0790011""","03","ELA",72,72,100.0,72,18,25.0,16,22.2,20,27.8,18,25.0,38,52.8,2433
,,,"Math",72,72,100.0,72,17,23.6,15,20.8,24,33.3,16,22.2,40,55.6,2442
,,"04","ELA",57,56,98.2,56,7,12.5,11,19.6,18,32.1,20,35.7,38,67.9,2498
,,,"Math",57,56,98.2,56,6,10.7,7,12.5,23,41.1,20,35.7,43,76.8,2524
,,"05","ELA",64,62,96.9,62,"*","*","*","*",18,29.0,32,51.6,50,80.6,2575
,,,"Math",64,62,96.9,62,"*","*","*","*",13,21.0,34,54.8,47,75.8,2584
,,"06","ELA",58,58,100.0,58,"*","*","*","*",27,46.6,17,29.3,44,75.9,2574
,,,"Math",58,58,100.0,58,"*","*","*","*",19,32.8,25,43.1,44,75.9,2597
"Meriden School District","=""0800011""","03","ELA",625,622,99.5,621,202,32.5,134,21.6,111,17.9,174,28.0,285,45.9,2420
,,,"Math",621,614,98.9,614,148,24.1,120,19.5,143,23.3,203,33.1,346,56.4,2450
