Indicator Category,Indicator Name,School / District,School / District Level,School / District Type,Region,Entity ID,Entity Name,Category,2024,2023,2022
Profile,English Language Learner (%),District,District,District,Southwest,519,Surry,Profile,,,NA
Profile,English Language Learner (%),District,District,District,Southwest,539,Unity,Profile,N/A,N/A,N/A
Profile,English Language Learner (%),District,District,District,Southwest,551,Washington,Profile,N/A,N/A,N/A
Profile,English Language Learner (%),District,District,District,Southwest,555,Weare,Profile,*N,*N,*N
Profile,English Language Learner (%),District,District,District,Southwest,563,Westmoreland,Profile,N/A,N/A,N/A
Profile,English Language Learner (%),District,District,District,Southwest,572,Wilton-Lyndeborough Cooperative,Profile,N/A,N/A,N/A
Profile,English Language Learner (%),District,District,District,Southwest,573,Winchester,Profile,*N,*N,*N
Profile,English Language Learner (%),District,District,District,Southwest,717,Surry Village Charter School,Profile,*N,*N,*N
Profile,English Language Learner (%),District,District,District,Southwest,719,Ledyard Charter School,Profile,N/A,*N,*N
Profile,English Language Learner (%),District,District,District,Southwest,722,Lionheart Classical Academy Chartered Public School,Profile,*N,*N,
Profile,English Language Learner (%),District,District,District,Southwest,724,River View Chartered Public School,Profile,N/A,,
Profile,English Language Learner (%),District,District,District,Southwest,750,Gathering Waters Charter School,Profile,*N,*N,*N
Profile,Students with Disability (%),District,District,District,Lakes Region,15,Alton,Profile,23.92%,22.30%,21.32%
Profile,Students with Disability (%),District,District,District,Lakes Region,19,Andover,Profile,26.56%,24.86%,22.86%
Profile,Students with Disability (%),District,District,District,Lakes Region,23,Ashland,Profile,21.48%,17.61%,17.47%
Profile,Students with Disability (%),District,District,District,Lakes Region,31,Barnstead,Profile,25.05%,24.09%,25.00%
Profile,Students with Disability (%),District,District,District,Lakes Region,57,Bow,Profile,16.70%,15.52%,15.71%
Profile,Students with Disability (%),District,District,District,Lakes Region,75,Campton,Profile,20.28%,19.64%,19.87%
Profile,Students with Disability (%),District,District,District,Lakes Region,111,Concord,Profile,21.11%,19.72%,19.41%
Profile,Students with Disability (%),District,District,District,Lakes Region,149,Dunbarton,Profile,15.29%,17.65%,20.76%
Profile,Students with Disability (%),District,District,District,Lakes Region,185,Franklin,Profile,34.95%,33.19%,29.80%
Profile,Students with Disability (%),District,District,District,Lakes Region,187,Freedom,Profile,41.67%,39.58%,41.67%
Profile,Students with Disability (%),District,District,District,Lakes Region,191,Gilford,Profile,14.65%,14.03%,13.07%
Profile,Students with Disability (%),District,District,District,Lakes Region,195,Gilmanton,Profile,11.14%,<10.00%,10.44%
Profile,Students with Disability (%),District,District,District,Lakes Region,208,Governor Wentworth Regional,Profile,18.25%,17.69%,15.84%
Profile,Students with Disability (%),District,District,District,Lakes Region,247,Hill,Profile,26.56%,22.22%,28.57%
Profile,Students with Disability (%),District,District,District,Lakes Region,257,Holderness,Profile,16.67%,17.11%,18.75%
Profile,Students with Disability (%),District,District,District,Lakes Region,269,Inter-Lakes Cooperative,Profile,20.14%,19.70%,18.96%
Profile,Students with Disability (%),District,District,District,Lakes Region,285,Laconia,Profile,23.83%,26.17%,22.98%
Profile,Students with Disability (%),District,District,District,Lakes Region,333,Madison,Profile,19.30%,19.35%,20.77%
Profile,Students with Disability (%),District,District,District,Lakes Region,343,Mascoma Valley Regional,Profile,22.12%,22.61%,22.42%
Profile,Students with Disability (%),District,District,District,Lakes Region,352,Merrimack Valley,Profile,25.36%,25.62%,24.35%
Profile,Students with Disability (%),District,District,District,Lakes Region,369,Moultonborough,Profile,20.17%,20.45%,23.90%
Profile,Students with Disability (%),District,District,District,Lakes Region,388,Newfound Area,Profile,17.74%,15.88%,15.05%
Profile,Students with Disability (%),District,District,District,Lakes Region,428,Pemi-Baker Regional,Profile,12.03%,12.73%,14.33%
Profile,Students with Disability (%),District,District,District,Lakes Region,439,Pittsfield,Profile,28.34%,26.50%,25.18%
Profile,Students with Disability (%),District,District,District,Lakes Region,447,Plymouth,Profile,23.44%,22.22%,20.11%
Profile,Students with Disability (%),District,District,District,Lakes Region,467,Rumney,Profile,29.07%,25.88%,28.17%
Profile,Students with Disability (%),District,District,District,Lakes Region,486,Shaker Regional,Profile,22.12%,19.21%,18.88%
Profile,Students with Disability (%),District,District,District,Lakes Region,525,Tamworth,Profile,25.82%,27.17%,23.83%
Profile,Students with Disability (%),District,District,District,Lakes Region,531,Thornton,Profile,19.65%,20.00%,16.40%
Profile,Students with Disability (%),District,District,District,Lakes Region,553,Waterville Valley,Profile,*N,*N,21.82%
Profile,Students with Disability (%),District,District,District,Lakes Region,559,Wentworth,Profile,16.44%,20.90%,22.39%
Profile,Students with Disability (%),District,District,District,Lakes Region,582,Winnisquam Regional,Profile,24.08%,22.24%,22.39%
Profile,Students with Disability (%),District,District,District,Lakes Region,704,Mountain Village Charter School,Profile,20.18%,20.37%,12.62%
Profile,Students with Disability (%),District,District,District,Lakes Region,723,CSI Charter School,Profile,25.53%,*N,*N
Profile,Students with Disability (%),District,District,District,Lakes Region,725,Academy for Science and Design Charter School,Profile,<10.00%,<10.00%,<10.00%
Profile,Students with Disability (%),District,District,District,Lakes Region,726,Benjamin Franklin Academy Chartered Public School,Profile,*N,,
Profile,Students with Disability (%),District,District,District,Lakes Region,743,Compass Classical Academy Charter School,Profile,26.38%,28.91%,27.87%
Profile,Students with Disability (%),District,District,District,Lakes Region,744,MicroSociety Academy Charter School Foundation,Profile,12.42%,10.77%,<10.00%
Profile,Students with Disability (%),District,District,District,Lakes Region,970,Prospect Mountain JMA,Profile,19.95%,18.91%,17.72%
Profile,Students with Disability (%),District,District,District,North Country,35,Bartlett,Profile,21.89%,23.81%,23.81%
Profile,Students with Disability (%),District,District,District,North Country,39,Bath,Profile,25.53%,26.23%,20.00%
Profile,Students with Disability (%),District,District,District,North Country,47,Benton,Profile,,,NA
Profile,Students with Disability (%),District,District,District,North Country,51,Berlin,Profile,19.42%,19.44%,20.32%
Profile,Students with Disability (%),District,District,District,North Country,53,Bethlehem,Profile,19.29%,19.21%,17.14%
Profile,Students with Disability (%),District,District,District,North Country,91,Chatham,Profile,NA,NA,NA
Profile,Students with Disability (%),District,District,District,North Country,103,Clarksville,Profile,NA,NA,
Profile,Students with Disability (%),District,District,District,North Country,105,Colebrook,Profile,19.54%,22.78%,19.50%
Profile,Students with Disability (%),District,District,District,North Country,113,Conway,Profile,18.25%,16.55%,16.36%
Profile,Students with Disability (%),District,District,District,North Country,159,Eaton,Profile,,,NA
Profile,Students with Disability (%),District,District,District,North Country,171,Errol,Profile,*N,*N,N/A
Profile,Students with Disability (%),District,District,District,North Country,203,Gorham Randolph Shelburne Cooperative,Profile,19.57%,18.95%,19.34%
Profile,Students with Disability (%),District,District,District,North Country,222,Hale's Location (Carroll County),Profile,NA,NA,
Profile,Students with Disability (%),District,District,District,North Country,238,Haverhill Cooperative,Profile,22.15%,21.35%,19.76%
Profile,Students with Disability (%),District,District,District,North Country,271,Jackson,Profile,31.58%,29.17%,25.00%
Profile,Students with Disability (%),District,District,District,North Country,288,Lafayette Regional,Profile,15.96%,15.91%,17.39%
Profile,Students with Disability (%),District,District,District,North Country,291,Landaff,Profile,*N,*N,*N
Profile,Students with Disability (%),District,District,District,North Country,305,Lincoln-Woodstock Cooperative,Profile,20.33%,20.52%,20.37%
Profile,Students with Disability (%),District,District,District,North Country,306,Lisbon Regional,Profile,25.63%,26.10%,26.16%
Profile,Students with Disability (%),District,District,District,North Country,317,Littleton,Profile,20.86%,22.57%,22.44%
Profile,Students with Disability (%),District,District,District,North Country,355,Milan,Profile,15.52%,15.97%,14.04%
Profile,Students with Disability (%),District,District,District,North Country,365,Monroe,Profile,26.67%,25.00%,21.59%
Profile,Students with Disability (%),District,District,District,North Country,407,Northumberland,Profile,30.72%,29.02%,25.78%
Profile,Students with Disability (%),District,District,District,North Country,435,Piermont,Profile,18.97%,*N,*N
Profile,Students with Disability (%),District,District,District,North Country,437,Pittsburg,Profile,18.18%,15.73%,17.28%
Profile,Students with Disability (%),District,District,District,North Country,450,Profile,Profile,15.21%,14.76%,15.28%
Profile,Students with Disability (%),District,District,District,North Country,499,Stark,Profile,*N,*N,*N
Profile,Students with Disability (%),District,District,District,North Country,501,Stewartstown,Profile,28.30%,28.30%,19.67%
Profile,Students with Disability (%),District,District,District,North Country,509,Stratford,Profile,26.79%,26.98%,24.56%
Profile,Students with Disability (%),District,District,District,North Country,549,Warren,Profile,15.49%,*N,23.88%
Profile,Students with Disability (%),District,District,District,North Country,568,White Mountains Regional,Profile,24.17%,22.37%,21.93%
Profile,Students with Disability (%),District,District,District,North Country,703,North Country Charter Academy,Profile,*N,*N,*N
Profile,Students with Disability (%),District,District,District,North Country,716,Northeast Woodland Chartered Public School,Profile,14.46%,<10.00%,10.00%
Profile,Students with Disability (%),District,District,District,North Country,718,Heartwood Public Charter School,Profile,20.90%,*N,
Profile,Students with Disability (%),District,District,District,North Country,737,Robert Frost Charter School,Profile,*N,*N,*N
